Stage,Year,Distance,Type,Mark,Winner,Winner_Country,country_iso
13,1963,234,Plain stage,F,Rik Van Looy,BEL,BE
14,1963,237,Plain stage,F,Guy Ignolin,FRA,FR
15,1963,174,Stage with mountain(s),M,Federico Bahamontes,ESP,ES
16,1963,202,Stage with mountain(s),M,Fernando Manzaneque,ESP,ES
17,1963,228,Stage with mountain(s),M,Jacques Anquetil,FRA,FR
18,1963,225,Stage with mountain(s),M,Frans Brands,BEL,BE
19,1963,54,Individual time trial,ITT,Jacques Anquetil,FRA,FR
20,1963,234,Plain stage,F,Roger de Breuker,BEL,BE
21,1963,185,Plain stage,F,Rik Van Looy,BEL,BE
1,1962,253,Plain stage,F,Rudi Altig,FRG,DE
2a,1962,147,Plain stage,F,André Darrigade,FRA,FR
2b,1962,23,Team time trial,TTT,Faema–Flandria–Clement,,
3,1962,210,Plain stage,F,Rudi Altig,FRG,DE
4,1962,196.5,Plain stage,F,Willy Vanden Berghen,BEL,BE
5,1962,215,Plain stage,F,Emile Daems,BEL,BE
6,1962,235.5,Plain stage,F,Robert Cazala,FRA,FR
7,1962,201,Plain stage,F,Huub Zilverberg,NED,NL
8a,1962,155,Plain stage,F,Mario Minieri,ITA,IT
8b,1962,43,Individual time trial,ITT,Jacques Anquetil,FRA,FR
9,1962,214,Plain stage,F,Antonio Bailetti,ITA,IT
10,1962,184.5,Plain stage,F,Willy Vannitsen,BEL,BE
11,1962,155.5,Plain stage,F,Eddy Pauwels,BEL,BE
12,1962,207.5,Stage with mountain(s),M,Robert Cazala,FRA,FR
13,1962,18.5,Mountain time trial,MTT,Federico Bahamontes,ESP,ES
14,1962,215,Stage with mountain(s),M,Jean Stablinski,FRA,FR
15,1962,196.5,Plain stage,F,Willy Vannitsen,BEL,BE
16,1962,185,Plain stage,F,Emile Daems,BEL,BE
17,1962,201,Plain stage,F,Rudi Altig,FRG,DE
18,1962,241.5,Stage with mountain(s),M,Emile Daems,BEL,BE
19,1962,204.5,Stage with mountain(s),M,Raymond Poulidor,FRA,FR
20,1962,68,Individual time trial,ITT,Jacques Anquetil,FRA,FR
21,1962,232,Plain stage,F,Dino Bruni,ITA,IT
22,1962,271,Plain stage,F,Rino Benedetti,ITA,IT
1a,1961,136.5,Plain stage,F,André Darrigade,FRA,FR
1b,1961,28.5,Individual time trial,ITT,Jacques Anquetil,FRA,FR
2,1961,230.5,Plain stage,F,André Darrigade,FRA,FR
3,1961,197.5,Plain stage,F,Emile Daems,BEL,BE
4,1961,237.5,Plain stage,F,Anatole Novak,FRA,FR
5,1961,221,Stage with mountain(s),M,Louis Bergaud,FRA,FR
6,1961,180.5,Stage with mountain(s),M,Jozef Planckaert,BEL,BE
7,1961,214.5,Plain stage,F,Jean Stablinski,FRA,FR
8,1961,240.5,Stage with mountain(s),M,Jean Forestier,FRA,FR
9,1961,230,Stage with mountain(s),M,Charly Gaul,LUX,LU
10,1961,250.5,Stage with mountain(s),M,Guy Ignolin,FRA,FR
11,1961,225,Stage with mountain(s),M,Guido Carlesi,ITA,IT
12,1961,199,Stage with mountain(s),M,Michel Van Aerde,BEL,BE
13,1961,177.5,Plain stage,F,André Darrigade,FRA,FR
14,1961,174,Plain stage,F,Eddy Pauwels,BEL,BE
15,1961,206,Plain stage,F,Guido Carlesi,ITA,IT
16,1961,208,Stage with mountain(s),M,Imerio Massignan,ITA,IT
17,1961,197,Stage with mountain(s),M,Eddy Pauwels,BEL,BE
18,1961,207,Plain stage,F,Martin Van Geneugden,BEL,BE
19,1961,74.5,Individual time trial,ITT,Jacques Anquetil,FRA,FR
20,1961,309.5,Plain stage,F,André Darrigade,FRA,FR
21,1961,252.5,Plain stage,F,Robert Cazala,FRA,FR
1a,1960,108,Plain stage,F,Julien Schepens,BEL,BE
1b,1960,27.8,Individual time trial,ITT,Roger Rivière,FRA,FR
2,1960,206,Plain stage,F,René Privat,FRA,FR
3,1960,209,Plain stage,F,Nino Defilippis,ITA,IT
4,1960,211,Plain stage,F,Jean Graczyk,FRA,FR
5,1960,189,Plain stage,F,André Darrigade,FRA,FR
6,1960,191,Plain stage,F,Roger Rivière,FRA,FR
7,1960,244,Plain stage,F,Graziano Battistini,ITA,IT
8,1960,240,Plain stage,F,Nino Defilippis,ITA,IT
9,1960,225,Plain stage,F,Martin van Geneugden,BEL,BE
10,1960,228,Stage with mountain(s),M,Roger Rivière,FRA,FR
11,1960,161,Stage with mountain(s),M,Kurt Gimmi,SUI,CH
12,1960,176,Stage with mountain(s),M,Jean Graczyk,FRA,FR
13,1960,224,Plain stage,F,Louis Proost,FRA,FR
14,1960,217,Stage with mountain(s),M,Martin van Geneugden,BEL,BE
15,1960,187,Stage with mountain(s),M,Michel Van Aerde,BEL,BE
16,1960,172,Stage with mountain(s),M,Graziano Battistini,ITA,IT
17,1960,229,Stage with mountain(s),M,Jean Graczyk,FRA,FR
18,1960,215,Stage with mountain(s),M,Fernando Manzaneque,ESP,ES
19,1960,83,Individual time trial,ITT,Rolf Graf,SUI,CH
20,1960,229,Plain stage,F,Pierre Beuffeuil,FRA,FR
21,1960,200,Plain stage,F,Jean Graczyk,FRA,FR
1,1959,238,Plain stage,F,André Darrigade,FRA,FR
2,1959,234,Plain stage,F,Vito Favero,ITA,IT
3,1959,217,Plain stage,F,Robert Cazala,FRA,FR
4,1959,230,Plain stage,F,Dino Bruni,ITA,IT
5,1959,286,Plain stage,F,Jean Graczyk,FRA,FR
6,1959,45,Individual time trial,ITT,Roger Rivière,FRA,FR
7,1959,190,Plain stage,F,Roger Hassenforder,FRA,FR
8,1959,201,Plain stage,F,Michel Dejouhannet,FRA,FR
9,1959,207,Plain stage,F,Marcel Queheille,FRA,FR
10,1959,235,Stage with mountain(s),M,Marcel Janssens,BEL,BE
11,1959,119,Stage with mountain(s),M,André Darrigade,FRA,FR
12,1959,184,Plain stage,F,Rolf Graf,SUI,CH
13,1959,219,Stage with mountain(s),M,Henry Anglade,FRA,FR
14,1959,231,Stage with mountain(s),M,André Le Dissez,FRA,FR
15,1959,12,Mountain time trial,MTT,Federico Bahamontes,ESP,ES
16,1959,210,Plain stage,F,Dino Bruni,ITA,IT
17,1959,197,Stage with mountain(s),M,Charly Gaul,LUX,LU
18,1959,243,Stage with mountain(s),M,Ercole Baldini,ITA,IT
19,1959,251,Stage with mountain(s),M,Rolf Graf,SUI,CH
20,1959,202,Plain stage,F,Brian Robinson,GBR,GB
21,1959,69,Individual time trial,ITT,Roger Rivière,FRA,FR
22,1959,331,Plain stage,F,Joseph Groussard,FRA,FR
1,1958,184,Plain stage,F,André Darrigade,FRA,FR
2,1958,198,Plain stage,F,Gerrit Voorting,NED,NL
3,1958,177,Plain stage,F,Gilbert Bauvin,FRA,FR
4,1958,205,Plain stage,F,Jean Gainche,FRA,FR
5,1958,232,Plain stage,F,Tino Sabbadini,FRA,FR
6,1958,223,Plain stage,F,Martin van Geneugden,BEL,BE
7,1958,170,Plain stage,F,Brian Robinson,GBR,GB
8,1958,46,Individual time trial,ITT,Charly Gaul,LUX,LU
9,1958,206,Plain stage,F,André Darrigade,FRA,FR
10,1958,255,Plain stage,F,Pierino Baffi,ITA,IT
11,1958,137,Plain stage,F,Arrigo Padovan,ITA,IT
12,1958,161,Plain stage,F,Martin van Geneugden,BEL,BE
13,1958,230,Stage with mountain(s),M,Louis Bergaud,FRA,FR
14,1958,129,Stage with mountain(s),M,Federico Bahamontes,ESP,ES
15,1958,176,Stage with mountain(s),M,André Darrigade,FRA,FR
16,1958,187,Plain stage,F,Pierino Baffi,ITA,IT
17,1958,189,Plain stage,F,André Darrigade,FRA,FR
18,1958,21,Mountain time trial,MTT,Charly Gaul,LUX,LU
19,1958,178,Stage with mountain(s),M,Gastone Nencini,ITA,IT
20,1958,165,Stage with mountain(s),M,Federico Bahamontes,ESP,ES
21,1958,219,Stage with mountain(s),M,Charly Gaul,LUX,LU
22,1958,237,Stage with mountain(s),M,André Darrigade,FRA,FR
23,1958,74,Individual time trial,ITT,Charly Gaul,LUX,LU
24,1958,320,Plain stage,F,Pierino Baffi,ITA,IT
1,1957,204,Plain stage,F,André Darrigade,FRA,FR
2,1957,226,Plain stage,F,René Privat,FRA,FR
3a,1957,15,Team time trial,TTT,France,FRA,FR
3b,1957,134,Plain stage,F,Jacques Anquetil,FRA,FR
4,1957,232,Plain stage,F,Marcel Janssens,BEL,BE
5,1957,170,Plain stage,F,Gilbert Bauvin,FRA,FR
6,1957,248,Plain stage,F,André Trochut,FRA,FR
7,1957,223,Stage with mountain(s),M,Roger Hassenforder,FRA,FR
8,1957,192,Plain stage,F,Pierino Baffi,ITA,IT
9,1957,188,Plain stage,F,Jacques Anquetil,FRA,FR
10,1957,247,Stage with mountain(s),M,Gastone Nencini,ITA,IT
11,1957,286,Stage with mountain(s),M,René Privat,FRA,FR
12,1957,239,Stage with mountain(s),M,Jean Stablinski,FRA,FR
13,1957,160,Plain stage,F,Nino Defilippis,ITA,IT
14,1957,246,Plain stage,F,Roger Hassenforder,FRA,FR
15a,1957,197,Plain stage,F,René Privat,FRA,FR
15b,1957,9.8,Individual time trial,ITT,Jacques Anquetil,FRA,FR
16,1957,220,Stage with mountain(s),M,Jean Bourlès,FRA,FR
17,1957,236,Stage with mountain(s),M,Nino Defilippis,ITA,IT
18,1957,207,Stage with mountain(s),M,Gastone Nencini,ITA,IT
19,1957,194,Plain stage,F,Pierino Baffi,ITA,IT
20,1957,66,Individual time trial,ITT,Jacques Anquetil,FRA,FR
21,1957,317,Plain stage,F,André Darrigade,FRA,FR
22,1957,227,Plain stage,F,André Darrigade,FRA,FR
1,1956,223,Plain stage,F,André Darrigade,FRA,FR
2,1956,217,Plain stage,F,Fred De Bruyne,BEL,BE
3,1956,225,Plain stage,F,Arigo Padovan,ITA,IT
4a,1956,15.1,Individual time trial,ITT,Charly Gaul,LUX,LU
4b,1956,125,Plain stage,F,Roger Hassenforder,FRA,FR
5,1956,189,Plain stage,F,Joseph Morvan,FRA,FR
6,1956,192,Plain stage,F,Fred De Bruyne,BEL,BE
7,1956,244,Plain stage,F,Alessandro Fantini,ITA,IT
8,1956,180,Plain stage,F,Miguel Poblet,ESP,ES
9,1956,219,Plain stage,F,Roger Hassenforder,FRA,FR
10,1956,201,Plain stage,F,Fred De Bruyne,BEL,BE
11,1956,255,Stage with mountain(s),M,Nino Defilippis,ITA,IT
12,1956,130,Stage with mountain(s),M,Jean-Pierre Schmitz,LUX,LU
13,1956,176,Stage with mountain(s),M,Nino Defilippis,ITA,IT
14,1956,231,Plain stage,F,Roger Hassenforder,FRA,FR
15,1956,204,Plain stage,F,Joseph Thomin,FRA,FR
16,1956,203,Stage with mountain(s),M,Jean Forestier,FRA,FR
17,1956,234,Stage with mountain(s),M,Nino Defilippis,ITA,IT
18,1956,250,Stage with mountain(s),M,Charly Gaul,LUX,LU
19,1956,173,Stage with mountain(s),M,Stan Ockers,BEL,BE
20,1956,73,Individual time trial,ITT,Miguel Bover,ESP,ES
21,1956,237,Stage with mountain(s),M,Roger Hassenforder,FRA,FR
22,1956,331,Plain stage,F,Gastone Nencini,ITA,IT
1a,1955,102,Plain stage,F,Miguel Poblet,ESP,ES
1b,1955,12.5,Team time trial,TTT,Netherlands,,
2,1955,204,Plain stage,F,Antonin Rolland,FRA,FR
3,1955,210,Plain stage,F,Louison Bobet,FRA,FR
4,1955,225,Plain stage,F,Willy Kemp,LUX,LU
5,1955,229,Plain stage,F,Roger Hassenforder,FRA,FR
6,1955,195,Plain stage,F,André Darrigade,FRA,FR
7,1955,267,Plain stage,F,Jos Hinsen,NED,NL
8,1955,253,Stage with mountain(s),M,Charly Gaul,LUX,LU
9,1955,275,Stage with mountain(s),M,Raphaël Géminiani,FRA,FR
10,1955,240,Plain stage,F,Lucien Lazaridès,FRA,FR
11,1955,198,Stage with mountain(s),M,Louison Bobet,FRA,FR
12,1955,240,Stage with mountain(s),M,Alessandro Fantini,ITA,IT
13,1955,205,Plain stage,F,Daan de Groot,NED,NL
14,1955,156,Stage with mountain(s),M,Louis Caput,FRA,FR
15,1955,151,Plain stage,F,Luciano Pezzi,ITA,IT
16,1955,123,Plain stage,F,Rik Van Steenbergen,BEL,BE
17,1955,250,Stage with mountain(s),M,Charly Gaul,LUX,LU
18,1955,205,Stage with mountain(s),M,Jean Brankart,BEL,BE
19,1955,195,Plain stage,F,Wout Wagtmans,NED,NL
20,1955,243,Plain stage,F,Jean Forestier,FRA,FR
21,1955,68.6,Individual time trial,ITT,Jean Brankart,BEL,BE
22,1955,229,Plain stage,F,Miguel Poblet,ESP,ES
1,1954,216,Plain stage,F,Wout Wagtmans,NED,NL
2,1954,255,Plain stage,F,Louison Bobet,FRA,FR
3,1954,219,Plain stage,F,Marcel Dussault,FRA,FR
4a,1954,10.4,Team time trial,TTT,Switzerland,,
4b,1954,131,Plain stage,F,Wim van Est,NED,NL
5,1954,224,Plain stage,F,Ferdinand Kübler,SUI,CH
6,1954,179,Plain stage,F,Dominique Forlini,FRA,FR
7,1954,211,Plain stage,F,Jacques Vivier,FRA,FR
8,1954,190,Plain stage,F,Fred De Bruyne,BEL,BE
9,1954,343,Plain stage,F,Henk Faanhof,NED,NL
10,1954,202,Plain stage,F,Gilbert Bauvin,FRA,FR
11,1954,241,Stage with mountain(s),M,Stan Ockers,BEL,BE
12,1954,161,Stage with mountain(s),M,Gilbert Bauvin,FRA,FR
13,1954,203,Plain stage,F,Fred De Bruyne,BEL,BE
14,1954,225,Stage with mountain(s),M,Ferdinand Kübler,SUI,CH
15,1954,197,Stage with mountain(s),M,Dominique Forlini,FRA,FR
16,1954,194,Stage with mountain(s),M,Jean Forestier,FRA,FR
17,1954,182,Stage with mountain(s),M,Lucien Lazaridès,FRA,FR
18,1954,216,Stage with mountain(s),M,Louison Bobet,FRA,FR
19,1954,221,Stage with mountain(s),M,Jean Dotto,FRA,FR
20,1954,243,Stage with mountain(s),M,Lucien Teisseire,FRA,FR
21a,1954,134,Plain stage,F,François Mahé,FRA,FR
21b,1954,72,Individual time trial,ITT,Louison Bobet,FRA,FR
22,1954,216,Plain stage,F,Fred De Bruyne,BEL,BE
23,1954,180,Plain stage,F,Robert Varnajo,FRA,FR
1,1953,195,Plain stage,F,Fritz Schär,SUI,CH
2,1953,227,Plain stage,F,Fritz Schär,SUI,CH
3,1953,221,Plain stage,F,Stanislas Bober,FRA,FR
4,1953,188,Plain stage,F,Gerrit Voorting,NED,NL
5,1953,200,Plain stage,F,Jean Malléjac,FRA,FR
6,1953,206,Plain stage,F,Martin Van Geneugden,BEL,BE
7,1953,181,Plain stage,F,Livio Isotti,ITA,IT
8,1953,345,Plain stage,F,Jan Nolten,NED,NL
9,1953,197,Plain stage,F,Fiorenzo Magni,ITA,IT
10,1953,103,Stage with mountain(s),M,Jesús Loroño,ESP,ES
11,1953,115,Stage with mountain(s),M,Jean Robic,FRA,FR
12,1953,228,Plain stage,F,André Darrigade,FRA,FR
13,1953,189,Stage with mountain(s),M,Nello Lauredi,FRA,FR
14,1953,214,Stage with mountain(s),M,Bernard Quennehen,FRA,FR
15,1953,173,Plain stage,F,Maurice Quentin,FRA,FR
16,1953,236,Stage with mountain(s),M,Wim van Est,NED,NL
17,1953,261,Stage with mountain(s),M,Wout Wagtmans,NED,NL
18,1953,165,Stage with mountain(s),M,Louison Bobet,FRA,FR
19,1953,227,Stage with mountain(s),M,Georges Meunier,FRA,FR
20,1953,70,Individual time trial,ITT,Louison Bobet,FRA,FR
21,1953,210,Plain stage,F,Wout Wagtmans,NED,NL
22,1953,328,Plain stage,F,Fiorenzo Magni,ITA,IT
1,1952,246,Plain stage,F,Rik Van Steenbergen,BEL,BE
2,1952,181,Plain stage,F,André Rosseel,BEL,BE
3,1952,189,Plain stage,F,Nello Lauredi,FRA,FR
4,1952,232,Plain stage,F,Pierre Molinéris,FRA,FR
5,1952,197,Plain stage,F,Jean Diederich,LUX,LU
6,1952,228,Plain stage,F,Fiorenzo Magni,ITA,IT
7,1952,60,Individual time trial,ITT,Fausto Coppi,ITA,IT
8,1952,252,Stage with mountain(s),M,Raphaël Géminiani,FRA,FR
9,1952,238,Stage with mountain(s),M,Walter Diggelmann,SUI,CH
10,1952,266,Stage with mountain(s),M,Fausto Coppi,ITA,IT
11,1952,182,Stage with mountain(s),M,Fausto Coppi,ITA,IT
12,1952,251,Stage with mountain(s),M,Jan Nolten,NED,NL
13,1952,214,Plain stage,F,Raoul Rémy,FRA,FR
14,1952,178,Stage with mountain(s),M,Jean Robic,FRA,FR
15,1952,275,Plain stage,F,Georges Decaux,FRA,FR
16,1952,200,Plain stage,F,André Rosseel,BEL,BE
17,1952,204,Stage with mountain(s),M,Raphaël Géminiani,FRA,FR
18,1952,149,Stage with mountain(s),M,Fausto Coppi,ITA,IT
19,1952,195,Plain stage,F,Hans Dekkers,NED,NL
20,1952,228,Plain stage,F,Jacques Vivier,FRA,FR
21,1952,245,Stage with mountain(s),M,Fausto Coppi,ITA,IT
22,1952,63,Individual time trial,ITT,Fiorenzo Magni,ITA,IT
23,1952,354,Plain stage,F,Antonin Rolland,FRA,FR
1,1951,185,Plain stage,F,Giovanni Rossi,SUI,CH
2,1951,228,Plain stage,F,Jean Diederich,LUX,LU
3,1951,219,Plain stage,F,Georges Meunier,FRA,FR
4,1951,188,Plain stage,F,Roger Lévêque,FRA,FR
5,1951,215,Plain stage,F,Serafino Biagioni,ITA,IT
6,1951,182,Plain stage,F,Édouard Muller,FRA,FR
7,1951,85,Individual time trial,ITT,Hugo Koblet,SUI,CH
8,1951,241,Plain stage,F,André Rosseel,BEL,BE
9,1951,236,Stage with mountain(s),M,Raphaël Géminiani,FRA,FR
10,1951,216,Stage with mountain(s),M,Bernardo Ruiz,ESP,ES
11,1951,177,Plain stage,F,Hugo Koblet,SUI,CH
12,1951,185,Plain stage,F,Wim van Est,NED,NL
13,1951,201,Stage with mountain(s),M,Serafino Biagioni,ITA,IT
14,1951,142,Stage with mountain(s),M,Hugo Koblet,SUI,CH
15,1951,213,Stage with mountain(s),M,André Rosseel,BEL,BE
16,1951,192,Plain stage,F,Hugo Koblet,SUI,CH
17,1951,224,Stage with mountain(s),M,Louison Bobet,FRA,FR
18,1951,173,Plain stage,F,Fiorenzo Magni,ITA,IT
19,1951,208,Stage with mountain(s),M,Armand Baeyens,BEL,BE
20,1951,165,Stage with mountain(s),M,Fausto Coppi,ITA,IT
21,1951,201,Stage with mountain(s),M,Bernardo Ruiz,ESP,ES
22,1951,97,Individual time trial,ITT,Hugo Koblet,SUI,CH
23,1951,197,Stage with mountain(s),M,Germain Derijcke,BEL,BE
24,1951,322,Plain stage,F,Adolphe Deledda,FRA,FR
1,1950,307,Plain stage,F,Jean Goldschmit,LUX,LU
2,1950,241,Plain stage,F,Adolfo Leoni,ITA,IT
3,1950,232.5,Plain stage,F,Alfredo Pasotti,ITA,IT
4,1950,231,Plain stage,F,Stan Ockers,BEL,BE
5,1950,316,Plain stage,F,Giovanni Corrieri,ITA,IT
6,1950,78,Individual time trial,ITT,Ferdinand Kübler,SUI,CH
7,1950,248,Plain stage,F,Nello Lauredi,FRA,FR
8,1950,181,Plain stage,F,Fiorenzo Magni,ITA,IT
9,1950,206,Plain stage,F,Alfredo Pasotti,ITA,IT
10,1950,202,Plain stage,F,Marcel Dussault,FRA,FR
11,1950,230,Stage with mountain(s),M,Gino Bartali,ITA,IT
12,1950,233,Plain stage,F,Maurice Blomme,BEL,BE
13,1950,215,Plain stage,F,Marcel Molinès,FRA,FR
14,1950,222,Plain stage,F,Custodio Dos Reis,FRA,FR
15,1950,205.5,Stage with mountain(s),M,Jean Diederich,LUX,LU
16,1950,96,Stage with mountain(s),M,Ferdinand Kübler,SUI,CH
17,1950,229,Stage with mountain(s),M,Raphaël Géminiani,FRA,FR
18,1950,165,Stage with mountain(s),M,Louison Bobet,FRA,FR
19,1950,291,Stage with mountain(s),M,Raphaël Géminiani,FRA,FR
20,1950,98,Mountain time trial,MTT,Ferdinand Kübler,SUI,CH
21,1950,233,Plain stage,F,Gino Sciardis,FRA,FR
22,1950,314,Plain stage,F,Émile Baffert,FRA,FR
1,1949,182,Plain stage,F,Marcel Dussault,FRA,FR
2,1949,273,Plain stage,F,Roger Lambrecht,BEL,BE
3,1949,211,Plain stage,F,Norbert Callens,BEL,BE
4,1949,185,Plain stage,F,Lucien Teisseire,FRA,FR
5,1949,293,Plain stage,F,Ferdinand Kübler,SUI,CH
6,1949,305,Plain stage,F,Adolphe Deledda,FRA,FR
7,1949,92,Individual time trial,ITT,Fausto Coppi,ITA,IT
8,1949,262,Plain stage,F,Guy Lapébie,FRA,FR
9,1949,228,Plain stage,F,Louis Caput,FRA,FR
10,1949,192,Plain stage,F,Fiorenzo Magni,ITA,IT
11,1949,193,Stage with mountain(s),M,Jean Robic,FRA,FR
12,1949,134,Plain stage,F,Rik Van Steenbergen,BEL,BE
13,1949,289,Plain stage,F,Emile Idée,FRA,FR
14,1949,199,Plain stage,F,Jean Goldschmidt,LUX,LU
15,1949,215,Plain stage,F,Désiré Keteleer,BEL,BE
16,1949,275,Stage with mountain(s),M,Gino Bartali,ITA,IT
17,1949,257,Stage with mountain(s),M,Fausto Coppi,ITA,IT
